0.0	100
107.75	107.75
107.5	107.625
108.75	108.0
107.75	107.9375
109.0	108.15
106.75	107.91666666666667
109.25	108.10714285714286
108.25	108.125
109.75	108.375
109.25	108.59375
106.75	108.34375
108.0	108.375
108.0	108.25
108.0	108.40625
106.25	108.03125
108.0	108.0
105.75	107.5
108.0	107.34375
105.5	107.1875
108.25	107.21875
106.75	107.0625
107.75	107.03125
108.0	107.25
106.25	107.03125
108.5	107.375
108.0	107.375
106.5	107.5
108.5	107.53125
107.0	107.5625
109.0	107.71875
109.25	107.875
106.75	107.9375
109.25	108.03125
109.0	108.15625
107.5	108.28125
109.75	108.4375
109.5	108.75
107.0	108.5
109.5	108.53125
109.0	108.8125
109.25	108.8125
109.5	108.875
108.0	108.9375
109.75	108.9375
109.25	108.90625
108.5	109.09375
108.75	109.0
110.5	109.1875
108.25	109.0625
109.25	109.03125
111.0	109.40625
108.5	109.25
111.5	109.53125
109.75	109.6875
109.5	109.78125
111.25	109.875
109.5	110.03125
111.25	110.28125
113.25	110.5625
109.5	110.6875
111.5	110.6875
112.0	110.96875
108.25	110.8125
111.0	110.78125
109.5	110.78125
108.25	110.40625
109.5	109.9375
110.5	110.0625
107.5	109.5625
110.75	109.40625
109.0	109.5
108.0	109.125
109.75	109.15625
108.0	109.125
109.0	109.0625
109.75	108.96875
108.0	109.03125
109.0	108.8125
110.0	108.9375
108.0	108.9375
109.75	108.9375
109.75	109.15625
108.25	109.0625
109.75	109.0625
109.75	109.28125
108.75	109.25
110.0	109.25
108.0	109.25
110.5	109.34375
109.5	109.3125
108.0	109.28125
110.0	109.3125
110.25	109.375
108.25	109.3125
111.25	109.46875
110.5	109.78125
111.5	109.90625
110.75	110.0625
109.0	110.1875
113.0	110.5625
112.25	110.8125
111.5	111.21875
114.0	111.5625
111.25	111.65625
112.75	111.8125
112.25	112.0
109.75	112.09375
112.25	112.0
114.25	112.25
111.0	112.1875
114.0	112.1875
116.75	112.875
116.0	113.28125
130.25	115.53125
118.5	116.625
129.75	118.8125
117.75	119.25
132.5	121.9375
117.25	122.34375
128.25	123.78125
116.75	123.875
129.75	123.8125
117.5	123.6875
126.0	123.21875
120.25	123.53125
133.25	123.625
122.5	124.28125
126.0	124.0
121.5	124.59375
115.5	122.8125
117.0	122.75
115.25	121.40625
112.75	120.46875
109.5	117.5
108.75	115.78125
109.0	113.65625
108.0	111.96875
107.5	110.96875
104.0	109.34375
105.75	108.15625
105.75	107.28125
105.25	106.75
105.5	106.34375
103.25	105.625
103.75	105.09375
104.25	104.6875
102.0	104.4375
103.5	104.15625
102.75	103.78125
101.5	103.3125
102.5	102.9375
101.5	102.71875
99.75	102.21875
101.25	101.84375
100.75	101.6875
99.75	101.21875
100.0	100.875
100.5	100.75
98.5	100.25
99.25	99.96875
98.75	99.84375
99.0	99.5625
97.75	99.1875
98.25	99.0
98.5	98.8125
99.0	98.625
98.25	98.59375
97.0	98.3125
98.0	98.21875
97.0	97.96875
97.0	97.875
96.25	97.625
96.75	97.40625
97.5	97.21875
95.75	96.90625
97.5	96.96875
97.75	96.9375
96.25	96.84375
97.5	96.90625
96.25	96.90625
96.5	96.875
97.0	96.8125
97.25	97.0
96.25	96.84375
97.5	96.8125
96.5	96.84375
95.25	96.5625
97.5	96.71875
98.5	96.96875
96.25	96.875
98.5	97.03125
101.75	97.71875
102.0	98.28125
100.25	98.75
103.75	99.8125
105.0	100.75
103.25	101.34375
105.0	102.4375
108.0	103.625
105.25	104.0625
106.5	104.625
107.75	105.5625
107.75	106.0625
108.0	106.4375
114.25	107.8125
110.75	108.53125
110.75	108.875
123.0	111.09375
114.0	112.03125
115.25	112.96875
124.75	115.09375
113.0	115.71875
124.5	117.0
123.0	118.53125
119.5	119.625
130.5	120.5625
117.25	120.96875
120.25	121.59375
125.5	121.6875
114.25	121.84375
121.75	121.5
128.25	122.15625
115.75	121.6875
127.25	121.28125
121.75	121.84375
116.75	121.40625
114.5	120.03125
111.5	119.6875
113.5	118.65625
119.0	117.5
115.0	117.40625
116.0	116.0
119.25	115.6875
115.25	115.5
114.5	115.5
112.0	115.5625
113.75	115.59375
112.75	114.8125
110.5	114.25
113.0	113.875
116.25	113.5
115.25	113.5
114.25	113.46875
113.0	113.59375
112.5	113.4375
111.75	113.3125
112.0	113.5
111.75	113.34375
112.0	112.8125
111.75	112.375
111.5	112.03125
110.0	111.65625
110.5	111.40625
111.25	111.34375
111.25	111.25
111.0	111.15625
111.5	111.09375
109.25	110.78125
110.0	110.59375
110.0	110.59375
109.0	110.40625
110.75	110.34375
110.5	110.25
111.5	110.3125
111.5	110.3125
110.25	110.4375
111.5	110.625
113.25	111.03125
119.0	112.28125
116.5	113.0
114.5	113.5
113.25	113.71875
113.5	113.96875
113.0	114.3125
111.0	114.25
113.0	114.21875
112.0	113.34375
112.5	112.84375
112.25	112.5625
112.75	112.5
112.75	112.40625
112.0	112.28125
113.75	112.625
114.0	112.75
113.75	112.96875
113.75	113.125
112.5	113.15625
114.25	113.34375
113.25	113.40625
113.5	113.59375
113.25	113.53125
113.0	113.40625
112.5	113.25
113.25	113.1875
112.0	113.125
112.0	112.84375
113.0	112.8125
113.5	112.8125
113.5	112.84375
112.75	112.8125
112.75	112.84375
114.25	112.96875
119.25	113.875
117.5	114.5625
116.25	114.96875
115.5	115.21875
114.75	115.375
114.25	115.5625
114.25	115.75
112.5	115.53125
119.0	115.5
122.0	116.0625
118.0	116.28125
121.75	117.0625
126.0	118.46875
119.5	119.125
119.75	119.8125
117.25	120.40625
113.0	119.65625
114.0	118.65625
112.75	118.0
114.25	117.0625
113.5	115.5
114.0	114.8125
112.5	113.90625
111.25	113.15625
111.25	112.9375
111.5	112.625
112.75	112.625
112.75	112.4375
112.5	112.3125
116.75	112.65625
116.25	113.125
115.75	113.6875
116.0	114.28125
115.75	114.8125
113.5	114.90625
116.0	115.3125
117.75	115.96875
114.25	115.65625
114.25	115.40625
113.75	115.15625
112.5	114.71875
112.5	114.3125
113.0	114.25
112.75	113.84375
112.0	113.125
111.75	112.8125
112.75	112.625
113.0	112.53125
113.0	112.59375
113.25	112.6875
112.75	112.65625
114.25	112.84375
113.5	113.03125
113.0	113.1875
113.5	113.28125
114.25	113.4375
114.5	113.625
113.5	113.65625
117.25	114.21875
117.75	114.65625
114.25	114.75
117.75	115.34375
119.75	116.125
115.5	116.28125
117.0	116.59375
116.0	116.90625
115.0	116.625
120.0	116.90625
123.75	118.09375
118.25	118.15625
120.25	118.21875
121.0	118.90625
118.5	119.09375
118.25	119.375
116.5	119.5625
118.5	119.375
122.0	119.15625
119.0	119.25
126.75	120.0625
124.75	120.53125
126.0	121.46875
126.25	122.46875
120.25	122.9375
128.5	124.1875
122.0	124.1875
122.25	124.59375
122.0	124.0
118.75	123.25
123.5	122.9375
129.25	123.3125
124.25	123.8125
132.25	124.28125
135.5	125.96875
128.5	126.75
137.25	128.65625
134.75	130.65625
128.25	131.25
134.5	131.90625
134.25	133.15625
128.25	132.65625
129.0	131.84375
122.5	131.09375
124.75	129.53125
121.5	127.875
124.75	127.4375
127.75	126.59375
124.5	125.375
130.0	125.59375
125.0	125.09375
126.25	125.5625
125.75	125.6875
122.0	125.75
122.75	125.5
123.5	124.96875
119.0	124.28125
122.75	123.375
123.25	123.15625
119.0	122.25
121.25	121.6875
121.5	121.625
119.25	121.1875
122.25	121.03125
129.5	122.34375
127.0	122.875
123.0	122.84375
131.0	124.34375
127.75	125.15625
132.75	126.5625
131.5	128.09375
124.75	128.40625
129.5	128.40625
128.75	128.625
124.5	128.8125
130.75	128.78125
132.0	129.3125
129.75	128.9375
129.25	128.65625
125.25	128.71875
135.25	129.4375
132.75	129.9375
126.5	130.1875
135.75	130.8125
138.5	131.625
131.75	131.875
135.25	132.625
128.75	133.0625
137.75	133.375
133.0	133.40625
139.25	135.0
133.25	134.6875
141.75	135.09375
140.25	136.15625
134.75	136.09375
133.0	136.625
133.75	136.125
130.25	135.78125
133.5	135.0625
131.5	134.84375
125.25	132.78125
132.0	131.75
128.0	130.90625
131.75	130.75
132.75	130.625
127.5	130.28125
134.0	130.34375
129.75	130.125
136.0	131.46875
136.25	132.0
135.75	132.96875
137.0	133.625
130.75	133.375
139.75	134.90625
133.0	134.78125
134.25	135.34375
137.0	135.46875
133.5	135.125
141.75	135.875
133.0	135.375
137.25	136.1875
134.5	135.53125
132.75	135.5
128.25	134.75
127.5	133.5625
133.5	133.5625
130.75	132.1875
132.5	132.125
131.75	131.4375
131.5	131.0625
132.0	130.96875
129.75	131.15625
137.0	132.34375
133.0	132.28125
136.75	133.03125
135.25	133.375
131.0	133.28125
131.75	133.3125
126.0	132.5625
132.75	132.9375
127.75	131.78125
129.0	131.28125
125.0	129.8125
127.75	128.875
123.0	127.875
130.0	127.65625
136.0	128.90625
128.75	128.40625
129.0	128.5625
122.5	127.75
124.0	127.625
121.0	126.78125
123.75	126.875
126.0	126.375
121.0	124.5
127.0	124.28125
131.5	124.59375
129.25	125.4375
130.25	126.21875
125.5	126.78125
120.5	126.375
119.25	125.53125
120.0	125.40625
119.75	124.5
129.0	124.1875
128.25	124.0625
119.0	122.65625
120.75	122.0625
118.25	121.78125
117.75	121.59375
113.25	120.75
115.25	120.1875
128.5	120.125
124.5	119.65625
119.5	119.71875
116.0	119.125
113.25	118.5
112.75	117.875
111.25	117.625
109.75	116.9375
109.25	114.53125
108.0	112.46875
107.25	110.9375
106.75	109.78125
107.0	109.0
106.25	108.1875
104.75	107.375
105.0	106.78125
103.75	106.09375
103.75	105.5625
103.75	105.125
103.75	104.75
102.75	104.21875
102.0	103.6875
102.0	103.34375
102.75	103.0625
102.25	102.875
101.5	102.59375
101.75	102.34375
101.75	102.09375
104.0	102.25
102.0	102.25
102.75	102.34375
102.25	102.28125
102.25	102.28125
101.75	102.3125
101.0	102.21875
101.5	102.1875
101.5	101.875
101.25	101.78125
100.75	101.53125
101.25	101.40625
101.0	101.25
101.0	101.15625
100.25	101.0625
101.25	101.03125
100.5	100.90625
101.25	100.90625
101.75	101.03125
103.0	101.25
106.75	101.96875
106.25	102.625
107.75	103.5625
106.25	104.1875
106.0	104.875
105.75	105.4375
109.25	106.375
114.75	107.84375
125.0	110.125
124.0	112.34375
